date,age,height_cm,body_weight_kg,training_experience_months,sleep_hours,sleep_quality,stress_level,muscle_soreness,days_since_last_training_same_muscle,last_meal_calories,last_meal_carbs_g,last_meal_protein_g,last_meal_fat_g,minutes_since_last_meal,water_before_workout_ml,caffeine_mg,exercise,weight_lifted_kg,set_number,previous_session_reps,recent_average_reps,actual_reps,performance_class,readiness_score
2026-05-01,19,166.6,66.5,5,8.7,4,1,5,3,290,39.9,42.1,5.0,194,1340,0,Bench Press,44.8,1,17,14.5,16,Normal,54.5
2026-05-02,20,166.9,66.4,91,6.6,3,1,1,5,1068,118.8,20.5,56.8,257,468,150,Barbell Row,64.7,1,15,13.3,16,Above Normal,72.0
2026-05-03,27,174.3,81.0,46,5.8,3,4,3,3,635,90.8,42.6,11.3,30,747,250,Barbell Row,54.5,3,9,9.9,9,Normal,53.8
2026-05-04,31,170.9,100.9,36,5.1,1,4,5,6,305,33.4,25.2,7.8,333,1384,300,Squat,89.2,4,10,11.8,10,Below Normal,16.4
2026-05-05,37,164.8,98.7,92,6.3,3,1,5,7,919,128.6,35.5,29.2,228,545,80,Deadlift,137.8,5,7,7.7,5,Below Normal,52.1
2026-05-06,28,171.0,81.0,40,5.4,2,1,4,3,291,35.4,27.7,5.0,108,974,150,Lat Pulldown,54.3,5,14,12.3,11,Normal,54.5
2026-05-07,18,170.7,82.5,91,6.3,3,4,3,1,526,58.7,33.0,17.7,275,152,250,Barbell Row,59.9,3,10,8.4,6,Below Normal,44.6
2026-05-08,27,169.0,87.1,24,7.8,3,2,5,1,454,59.7,49.1,5.0,307,1494,150,Squat,63.5,4,13,12.2,12,Normal,53.0
2026-05-09,30,172.2,58.4,11,6.6,4,3,2,7,917,125.3,42.8,27.2,346,686,100,Deadlift,89.5,2,15,17.9,19,Normal,61.0
2026-05-10,33,185.6,85.0,39,7.4,3,2,5,3,587,69.1,18.1,26.5,289,1039,50,Lat Pulldown,55.3,1,10,9.1,8,Normal,56.0
2026-05-11,36,176.8,65.7,74,6.2,3,4,3,3,807,92.1,19.0,40.3,89,801,0,Lat Pulldown,63.2,1,20,17.8,19,Normal,51.0
2026-05-12,24,197.2,80.5,27,7.1,4,4,2,5,311,38.4,39.1,5.0,75,708,200,Lat Pulldown,44.8,1,12,11.7,14,Above Normal,56.6
2026-05-13,35,176.5,72.8,18,9.1,3,1,2,7,841,104.3,40.1,29.3,91,669,300,Overhead Press,33.7,4,12,8.6,10,Normal,95.1
2026-05-14,35,172.4,83.0,90,6.6,3,1,3,3,854,97.4,24.9,40.5,318,124,150,Bench Press,76.1,3,7,8.5,8,Normal,61.0
2026-05-15,39,175.0,77.7,60,7.4,3,3,1,3,493,66.5,58.9,5.0,123,488,250,Barbell Row,58.0,4,17,16.4,19,Above Normal,81.8
2026-05-16,32,177.3,45.0,52,5.3,2,4,4,7,999,112.4,47.2,40.1,132,633,200,Barbell Row,56.3,1,10,11.7,11,Normal,48.6
2026-05-17,40,178.9,78.5,29,8.7,3,1,2,1,650,75.3,25.6,27.4,323,617,80,Lat Pulldown,45.7,5,11,9.1,10,Normal,78.3
2026-05-18,24,193.7,85.0,3,6.5,4,1,2,6,817,102.4,24.2,34.5,89,483,150,Bench Press,41.9,4,11,10.0,8,Below Normal,79.7
2026-05-19,37,167.4,82.2,7,8.2,3,4,1,4,404,60.3,31.6,5.0,158,1000,80,Squat,60.2,5,14,11.6,13,Normal,76.1
2026-05-20,19,182.7,74.6,82,6.9,3,3,3,1,1043,108.3,30.0,54.4,121,1261,50,Lat Pulldown,52.5,4,11,10.5,11,Normal,72.1
2026-05-21,20,176.9,99.0,10,7.7,4,1,2,2,459,46.8,53.8,6.3,122,1348,150,Bench Press,39.0,2,11,11.4,11,Normal,82.6
2026-05-22,42,160.9,80.4,30,7.7,2,4,1,5,782,77.1,49.8,30.5,223,1462,200,Barbell Row,50.3,4,14,14.9,13,Below Normal,58.6
2026-05-23,31,181.9,82.1,110,6.5,3,1,5,6,326,42.6,35.5,5.0,272,1010,300,Squat,103.7,4,7,7.7,7,Normal,45.5
2026-05-24,35,186.4,90.6,42,8.2,2,2,4,2,288,33.3,45.2,5.0,110,675,50,Lat Pulldown,52.5,1,11,12.1,12,Normal,67.0
2026-05-25,34,167.3,81.1,90,6.2,3,4,2,5,357,39.9,47.3,5.0,32,1005,80,Barbell Row,74.3,1,12,10.3,12,Above Normal,45.2
2026-05-26,37,174.9,63.4,42,7.9,3,2,1,7,1052,105.5,35.9,54.0,238,285,50,Deadlift,111.5,4,11,9.3,10,Normal,65.1
2026-05-27,24,159.5,45.0,112,6.6,3,1,5,5,429,61.4,41.0,5.0,207,1244,300,Squat,122.9,1,11,13.2,13,Normal,53.1
2026-05-28,22,163.7,69.3,99,7.4,2,5,4,5,998,115.0,43.9,40.3,244,849,250,Overhead Press,40.5,1,7,6.8,6,Normal,42.0
2026-05-29,19,184.4,86.7,57,6.5,3,2,3,2,743,93.2,42.3,22.3,173,331,80,Overhead Press,31.1,1,5,4.6,6,Normal,65.0
2026-05-30,42,170.8,71.1,83,7.1,4,3,4,5,325,30.7,23.3,12.1,284,696,300,Deadlift,127.9,4,10,11.1,10,Normal,52.0
2026-05-31,24,165.0,87.2,50,5.8,2,5,1,5,625,58.9,24.8,32.2,233,521,200,Overhead Press,42.4,5,11,10.2,9,Normal,45.4
2026-06-01,34,177.1,78.1,114,7.3,3,5,3,1,657,60.3,30.7,32.6,278,589,100,Barbell Row,83.7,3,9,7.1,6,Normal,42.3
2026-06-02,30,170.3,94.0,44,7.0,3,5,1,3,477,52.7,24.4,18.7,269,170,100,Deadlift,102.8,1,8,6.2,9,Above Normal,55.5
2026-06-03,22,170.8,71.9,101,6.4,3,2,4,7,764,89.4,12.9,39.4,189,122,150,Bench Press,55.4,3,17,15.3,16,Normal,49.4
2026-06-04,29,181.7,82.5,74,6.9,1,5,5,7,982,100.9,45.1,44.2,130,589,0,Squat,94.7,3,11,11.7,10,Below Normal,34.9
2026-06-05,20,164.5,83.1,78,7.1,5,1,3,2,1002,109.6,40.2,44.8,218,522,50,Deadlift,120.3,3,11,10.5,11,Normal,71.7
2026-06-06,22,166.9,97.0,43,6.3,3,2,4,6,696,61.2,14.9,43.5,237,1499,300,Bench Press,65.7,3,15,16.0,15,Normal,51.5
2026-06-07,21,176.4,52.1,100,6.9,4,1,4,4,1010,110.5,31.4,49.2,214,467,50,Bench Press,85.0,3,13,13.1,10,Below Normal,59.8
2026-06-08,41,183.7,69.6,90,5.9,2,3,5,5,1035,98.3,32.2,57.0,198,561,50,Lat Pulldown,65.6,2,15,14.9,14,Normal,27.1
2026-06-09,33,186.1,87.9,98,9.6,3,5,1,4,324,30.9,37.7,5.5,136,1382,250,Squat,92.7,5,9,7.6,10,Above Normal,82.3
2026-06-10,43,169.0,97.6,97,8.2,4,4,2,7,790,69.3,18.8,48.6,65,1304,300,Barbell Row,58.1,3,9,7.5,9,Above Normal,78.2
2026-06-11,30,183.4,79.4,19,7.3,3,5,2,4,908,119.0,14.7,41.5,165,179,250,Squat,74.6,2,13,12.0,12,Normal,48.7
2026-06-12,23,167.9,71.9,106,8.3,4,1,4,5,263,38.3,42.8,5.0,320,220,0,Bench Press,67.2,1,10,11.5,11,Normal,59.4
2026-06-13,35,191.4,86.6,102,4.8,2,4,3,5,763,96.4,12.0,36.6,264,233,250,Lat Pulldown,72.8,4,12,13.6,12,Below Normal,41.1
2026-06-14,44,164.8,88.2,30,4.2,2,4,4,4,1027,96.0,31.5,57.4,277,744,80,Barbell Row,39.4,2,7,6.4,4,Below Normal,23.8
2026-06-15,32,187.0,71.0,118,6.6,2,3,3,7,478,71.4,30.1,8.0,271,902,0,Squat,114.5,2,15,12.3,14,Above Normal,46.6
2026-06-16,18,169.1,80.6,64,5.5,3,1,5,2,979,145.4,33.2,29.4,334,592,300,Squat,90.3,3,13,13.0,11,Below Normal,44.5
2026-06-17,26,193.1,92.5,39,6.7,2,1,4,7,1044,121.9,38.8,44.6,97,118,80,Bench Press,54.7,3,11,12.8,12,Normal,67.1
2026-06-18,43,180.3,102.5,27,7.2,5,5,1,5,790,74.5,59.0,28.4,265,382,200,Deadlift,79.5,5,13,9.5,9,Normal,67.6
2026-06-19,32,165.9,86.4,44,8.0,5,2,5,7,785,104.0,11.0,36.1,43,961,0,Deadlift,73.1,3,13,11.8,14,Above Normal,58.9
2026-06-20,44,170.3,76.6,5,5.7,4,4,5,3,705,104.1,48.1,10.7,103,621,50,Squat,60.7,4,9,8.6,7,Below Normal,50.1
2026-06-21,32,182.0,75.2,83,7.4,4,5,1,4,598,81.4,5.0,28.0,30,273,300,Bench Press,63.8,4,8,9.8,8,Below Normal,67.0
2026-06-22,18,184.5,83.8,85,7.0,3,3,2,1,635,80.3,55.9,10.0,166,1012,150,Deadlift,131.4,5,8,7.9,5,Below Normal,68.7
2026-06-23,42,174.4,74.4,81,7.4,4,2,5,7,694,87.2,5.0,36.1,67,959,300,Barbell Row,56.4,1,10,8.6,9,Normal,63.8
2026-06-24,39,175.4,78.7,66,6.4,3,3,5,6,660,98.1,71.5,5.0,151,786,50,Overhead Press,41.1,2,11,9.9,11,Normal,55.6
2026-06-25,38,181.8,61.2,44,8.5,3,2,3,3,952,87.7,29.2,53.8,65,1417,300,Deadlift,82.1,4,8,9.3,10,Normal,73.8
2026-06-26,45,176.2,94.2,87,6.9,4,1,3,1,904,87.5,54.4,37.4,32,1282,250,Bench Press,73.0,1,9,8.6,10,Normal,79.6
2026-06-27,23,163.4,60.0,105,9.0,5,5,1,5,545,76.0,51.3,5.0,182,155,300,Squat,74.9,3,6,7.3,6,Normal,63.5
2026-06-28,43,167.7,70.0,11,6.1,3,2,3,5,686,66.2,28.5,34.1,159,1367,0,Squat,84.0,3,18,15.4,18,Above Normal,56.1
2026-06-29,24,177.1,77.4,46,7.8,2,4,4,4,433,48.3,29.6,13.5,162,169,0,Lat Pulldown,48.2,5,11,9.2,11,Above Normal,41.1
2026-06-30,45,185.9,103.9,120,6.9,2,4,2,2,399,41.9,22.4,15.8,137,775,150,Barbell Row,47.9,5,11,11.3,11,Normal,61.0
2026-07-01,23,189.5,70.1,104,6.6,1,3,2,7,563,57.8,46.8,16.1,159,1363,0,Barbell Row,62.1,1,4,6.1,8,Above Normal,53.8
2026-07-02,33,182.0,66.7,120,7.7,4,3,5,4,299,26.6,28.6,8.7,21,1475,0,Barbell Row,64.4,2,14,13.9,16,Above Normal,50.2
2026-07-03,40,177.6,68.3,22,6.7,2,1,3,6,977,120.1,22.7,45.1,183,131,250,Barbell Row,43.8,4,10,10.9,12,Normal,57.6
2026-07-04,20,181.7,99.2,56,4.1,2,3,2,7,357,40.2,43.1,5.0,308,200,200,Barbell Row,53.5,1,9,9.4,8,Normal,26.8
2026-07-05,19,169.0,45.0,16,3.6,1,4,2,4,527,64.3,21.5,20.4,67,438,250,Bench Press,45.9,3,8,9.4,6,Below Normal,32.9
2026-07-06,41,173.6,62.0,104,8.4,3,1,3,1,463,49.3,30.1,16.2,69,487,300,Bench Press,66.4,5,11,12.7,14,Normal,72.7
2026-07-07,19,167.6,114.2,63,8.4,4,2,2,7,426,62.3,36.6,5.0,285,491,50,Squat,74.6,5,3,3.1,1,Below Normal,74.6
2026-07-08,35,163.8,84.3,30,9.1,4,4,3,5,562,69.9,25.4,20.1,190,683,250,Overhead Press,36.3,5,8,8.4,6,Below Normal,61.5
2026-07-09,44,178.0,60.5,11,7.0,4,5,5,7,862,127.2,27.6,27.0,107,546,0,Bench Press,55.5,1,14,10.2,10,Normal,49.8
2026-07-10,35,176.7,75.4,89,5.6,1,2,4,5,1009,110.4,58.0,37.3,287,916,80,Lat Pulldown,57.1,1,11,10.2,10,Normal,41.9
2026-07-11,31,181.2,76.9,98,6.5,2,5,2,7,410,35.9,31.9,15.4,130,1296,80,Overhead Press,44.2,1,15,16.8,14,Below Normal,58.1
2026-07-12,29,179.9,87.8,106,7.0,1,1,3,7,453,61.8,29.6,9.7,226,864,50,Overhead Press,39.5,4,7,9.7,6,Below Normal,57.4
2026-07-13,35,177.2,101.8,117,5.9,1,3,3,2,649,90.3,32.4,17.6,209,565,200,Bench Press,77.8,1,14,13.0,12,Normal,38.8
2026-07-14,34,180.0,81.4,98,8.8,5,5,4,2,521,47.5,41.8,18.2,77,895,0,Squat,102.5,3,14,15.0,13,Below Normal,66.3
2026-07-15,32,174.6,68.4,95,9.5,5,3,4,2,930,117.7,19.5,42.4,277,969,250,Bench Press,69.4,5,14,12.2,13,Normal,73.9
2026-07-16,22,178.7,87.0,98,7.5,3,3,3,6,439,56.5,41.4,5.3,230,1355,250,Barbell Row,69.7,3,9,8.8,9,Normal,61.5
2026-07-17,36,168.5,66.2,120,7.0,2,1,2,2,592,57.2,38.8,23.1,91,1427,200,Overhead Press,49.8,5,4,7.3,7,Normal,77.1
2026-07-18,38,178.3,61.5,56,5.6,2,3,4,4,714,87.1,8.2,37.0,278,488,0,Lat Pulldown,44.8,3,11,12.4,11,Normal,46.0
2026-07-19,37,181.0,51.4,92,8.7,5,3,1,6,574,58.9,61.9,10.1,231,1386,150,Squat,111.5,2,14,14.6,16,Normal,81.7
2026-07-20,20,169.0,54.1,99,7.1,3,5,4,4,775,68.6,56.9,30.3,311,1244,200,Squat,97.6,5,13,11.9,11,Normal,44.5
2026-07-21,37,175.5,63.4,14,6.7,3,2,5,1,930,131.8,23.0,34.5,299,279,80,Deadlift,100.2,3,12,13.6,12,Below Normal,44.0
2026-07-22,38,169.4,59.5,83,7.5,3,2,4,3,702,83.0,18.2,33.0,128,881,80,Lat Pulldown,60.4,1,17,17.0,17,Normal,62.1
2026-07-23,23,170.3,80.4,41,6.4,2,4,3,1,638,87.0,38.4,15.2,339,313,100,Lat Pulldown,59.2,4,11,12.6,8,Below Normal,38.1
2026-07-24,41,164.9,59.2,16,7.2,3,5,5,3,1060,140.6,13.6,49.2,31,787,300,Squat,78.7,4,8,7.7,7,Normal,43.2
2026-07-25,32,186.4,45.0,21,5.4,2,2,3,6,1085,162.3,55.5,23.8,133,162,0,Barbell Row,48.5,5,11,10.6,8,Below Normal,55.3
2026-07-26,31,184.6,61.4,14,8.2,3,4,3,4,1097,126.0,28.0,53.4,227,519,150,Bench Press,45.0,1,16,13.9,16,Above Normal,60.2
2026-07-27,38,179.8,69.4,108,6.9,3,5,5,5,263,30.0,59.3,5.0,202,923,80,Barbell Row,63.2,1,10,9.9,9,Normal,32.8
2026-07-28,32,192.7,67.5,93,8.3,3,4,1,1,962,101.1,22.6,51.9,96,526,150,Bench Press,75.2,4,13,14.3,12,Below Normal,73.7
2026-07-29,33,173.3,97.3,13,6.8,3,3,4,6,1014,128.3,33.3,40.8,88,114,0,Squat,69.0,4,13,10.3,10,Normal,48.2
2026-07-30,26,202.3,67.4,76,6.9,4,2,4,3,935,110.2,54.0,30.9,286,644,300,Lat Pulldown,52.0,4,11,11.3,10,Normal,53.3
2026-07-31,43,173.0,88.3,80,5.7,2,2,3,3,887,118.0,30.2,32.7,318,858,100,Bench Press,73.9,2,11,9.6,10,Normal,46.4
2026-08-01,45,177.3,75.7,63,7.8,4,1,1,5,561,61.6,39.1,17.6,251,1169,300,Deadlift,106.4,4,10,10.9,12,Normal,86.9
2026-08-02,21,171.4,75.4,73,6.0,1,1,4,1,867,83.0,51.4,36.6,200,291,50,Deadlift,121.6,3,11,11.0,9,Below Normal,50.0
2026-08-03,38,178.4,64.3,109,6.5,2,3,2,4,743,105.1,26.7,24.0,283,767,150,Squat,91.7,5,5,6.5,5,Normal,46.2
2026-08-04,18,182.5,75.2,63,7.0,3,1,5,3,957,133.3,16.1,39.9,101,378,200,Lat Pulldown,59.3,2,10,9.4,9,Normal,64.2
2026-08-05,28,174.0,65.3,80,7.1,5,1,4,2,549,60.1,13.1,28.5,349,315,250,Barbell Row,65.7,4,9,7.4,6,Normal,62.0
2026-08-06,45,191.0,78.4,69,5.1,1,4,2,7,881,115.1,43.8,27.3,62,270,0,Barbell Row,67.8,1,9,9.5,10,Normal,43.8
2026-08-07,22,177.2,72.7,48,6.7,3,1,3,3,917,108.5,40.8,35.5,219,1164,200,Squat,90.5,4,8,8.5,9,Normal,64.6
2026-08-08,28,177.4,62.8,107,7.9,5,1,1,1,959,129.5,50.9,26.4,136,1388,50,Overhead Press,45.4,4,14,13.0,15,Above Normal,100.0
2026-08-09,24,166.8,89.9,50,6.6,2,3,3,4,396,44.3,30.9,10.6,328,1029,100,Squat,80.1,2,12,13.1,12,Normal,51.0
2026-08-10,38,178.8,82.0,96,6.8,3,5,1,7,985,119.2,13.5,50.5,103,630,0,Squat,120.2,1,10,11.9,10,Below Normal,69.4
2026-08-11,30,173.8,69.7,73,7.2,3,4,5,5,434,39.5,5.0,28.4,238,1429,0,Bench Press,63.0,5,8,7.3,7,Normal,35.6
2026-08-12,34,169.5,78.0,83,6.9,3,1,4,5,1047,103.1,78.0,35.8,73,796,250,Barbell Row,68.4,1,10,10.3,9,Normal,62.1
2026-08-13,44,168.0,74.8,92,5.9,4,1,2,7,282,38.5,42.9,5.0,81,841,200,Barbell Row,62.0,3,7,7.1,8,Normal,75.3
2026-08-14,32,199.0,63.9,89,7.0,3,4,5,1,440,49.0,37.1,10.6,161,988,300,Lat Pulldown,45.7,1,11,10.1,12,Above Normal,42.1
2026-08-15,38,172.6,77.0,68,8.1,5,4,1,4,768,68.9,39.2,37.3,292,1016,200,Deadlift,92.2,3,13,12.1,13,Normal,81.7
2026-08-16,20,161.9,67.3,74,5.8,2,2,3,3,712,69.8,13.5,42.1,114,789,150,Deadlift,116.3,5,13,13.0,11,Below Normal,47.1
2026-08-17,24,168.7,62.8,62,6.6,2,5,1,5,835,94.5,23.1,40.5,256,771,0,Deadlift,114.3,3,10,11.7,11,Normal,47.2
2026-08-18,44,174.5,53.3,41,5.5,2,5,1,6,593,78.5,61.1,5.0,214,545,250,Overhead Press,36.5,2,13,13.6,13,Normal,40.4
2026-08-19,42,179.9,71.0,88,8.0,3,4,2,1,252,27.8,44.9,5.0,353,1053,50,Deadlift,133.5,2,12,11.1,14,Above Normal,58.2
2026-08-20,36,180.0,83.9,106,6.9,3,4,2,2,775,103.9,23.5,29.5,122,1041,0,Bench Press,77.7,1,10,9.9,10,Normal,67.9
2026-08-21,28,181.1,66.3,85,6.1,2,4,4,7,684,96.5,16.6,25.7,103,711,200,Bench Press,62.1,3,12,12.7,10,Below Normal,49.6
2026-08-22,23,169.2,111.3,93,7.1,3,1,5,4,682,74.2,27.3,30.7,327,1097,150,Barbell Row,69.9,1,12,12.8,13,Normal,59.9
2026-08-23,41,178.1,88.4,100,5.7,3,4,4,3,570,78.4,30.3,15.0,133,293,50,Deadlift,125.3,2,10,9.2,11,Above Normal,47.7
2026-08-24,39,167.1,94.3,45,5.9,2,5,4,2,1007,96.1,65.7,40.0,93,683,150,Barbell Row,49.6,1,11,11.4,10,Normal,41.5
2026-08-25,24,169.4,87.1,8,5.4,3,2,3,3,924,104.8,32.2,41.8,300,1482,200,Bench Press,50.4,2,11,9.8,11,Normal,67.3
2026-08-26,34,166.7,101.9,41,5.8,2,1,2,1,404,37.8,17.2,20.4,297,1127,100,Overhead Press,35.2,1,7,5.5,8,Above Normal,65.1
2026-08-27,35,164.3,65.0,91,8.5,5,2,2,2,283,25.7,34.1,5.0,41,1109,200,Squat,90.1,5,11,11.6,12,Normal,77.1
2026-08-28,31,184.6,45.0,98,6.2,2,2,5,2,404,37.0,39.0,11.1,311,1309,150,Squat,97.6,4,9,7.3,7,Normal,40.4
2026-08-29,43,181.2,69.8,62,7.5,4,5,3,1,291,27.4,15.8,13.1,235,952,80,Bench Press,72.9,5,12,11.3,11,Normal,49.6
2026-08-30,21,183.8,83.8,94,6.1,3,3,3,7,853,119.2,41.0,23.6,115,1028,50,Bench Press,82.7,4,7,6.7,7,Normal,67.5
2026-08-31,25,175.4,78.1,9,7.8,4,4,1,6,777,94.4,53.1,20.8,202,774,80,Barbell Row,45.2,3,5,8.7,7,Below Normal,65.7
2026-09-01,20,182.0,79.9,78,5.9,3,5,3,7,644,94.5,37.1,13.1,101,1257,250,Squat,92.9,1,8,9.4,9,Normal,51.4
2026-09-02,37,159.1,94.5,82,7.0,2,4,4,2,753,91.2,23.0,32.9,77,1096,80,Overhead Press,34.5,5,12,13.5,11,Below Normal,44.7
2026-09-03,36,182.8,81.3,61,7.1,4,4,3,3,937,118.8,27.1,39.3,65,833,200,Deadlift,126.6,5,9,9.2,11,Above Normal,66.7
2026-09-04,45,176.6,87.2,86,9.6,4,5,4,2,957,94.8,10.1,59.7,76,277,80,Deadlift,130.9,3,8,7.8,7,Normal,70.0
2026-09-05,33,180.6,62.8,59,7.7,4,4,5,4,619,75.1,33.0,20.7,218,1229,150,Overhead Press,41.2,2,12,11.4,12,Normal,51.0
2026-09-06,22,178.4,60.7,63,6.3,3,2,1,2,754,84.1,39.7,28.8,296,556,150,Bench Press,45.5,2,10,10.0,8,Below Normal,63.6
2026-09-07,30,166.1,98.6,73,7.8,3,4,5,2,740,107.8,21.6,24.7,185,602,100,Barbell Row,60.5,2,11,12.5,12,Normal,47.4
2026-09-08,20,161.5,77.4,96,9.4,3,2,5,7,1057,154.2,64.1,20.4,25,274,200,Lat Pulldown,59.6,5,9,8.0,6,Below Normal,55.7
2026-09-09,36,168.6,67.3,30,5.2,3,2,3,3,898,89.7,46.9,39.1,166,404,300,Lat Pulldown,49.1,1,14,11.0,13,Above Normal,53.6
2026-09-10,36,180.1,67.3,37,6.1,2,4,4,6,517,65.3,8.1,24.8,274,276,250,Deadlift,88.9,4,16,16.7,15,Below Normal,36.2
2026-09-11,42,181.2,66.9,51,6.7,4,2,1,2,1004,127.9,8.4,51.0,304,236,300,Bench Press,57.7,4,9,9.9,11,Normal,69.1
2026-09-12,27,162.7,66.1,25,6.5,3,1,2,7,588,72.1,20.2,24.3,269,129,0,Barbell Row,51.8,4,10,11.0,12,Normal,60.7
2026-09-13,26,166.2,58.0,41,6.6,4,5,1,5,894,85.2,58.6,35.4,145,512,250,Squat,71.1,1,6,6.3,7,Normal,72.5
2026-09-14,19,168.5,55.0,43,5.6,3,3,4,7,1082,138.9,48.4,37.0,241,1159,200,Bench Press,53.2,3,8,8.4,6,Below Normal,54.3
2026-09-15,29,171.8,73.3,38,8.5,4,4,5,4,938,128.9,59.4,20.5,43,1310,100,Squat,79.0,2,9,11.6,10,Below Normal,56.7
2026-09-16,31,162.7,67.7,50,5.4,2,5,4,7,341,37.2,35.2,5.7,159,418,80,Lat Pulldown,58.0,3,7,9.7,7,Below Normal,30.6
2026-09-17,39,162.2,91.5,61,6.8,3,4,4,3,425,50.9,31.9,10.4,203,693,0,Overhead Press,41.9,1,14,12.0,13,Normal,48.8
2026-09-18,39,167.6,80.1,84,8.2,5,4,1,4,927,87.9,16.3,56.7,29,1265,250,Lat Pulldown,65.2,1,13,11.6,14,Above Normal,80.9
2026-09-19,21,175.8,79.7,37,7.0,3,4,5,1,354,51.6,40.2,5.0,24,1090,250,Lat Pulldown,47.3,1,10,7.2,7,Normal,43.1
2026-09-20,25,164.4,65.6,102,5.9,3,2,1,2,259,24.4,32.1,5.0,293,1367,0,Squat,119.4,5,13,13.0,13,Normal,55.2
2026-09-21,32,174.0,74.3,58,5.5,2,5,3,6,469,47.1,31.5,17.2,95,689,150,Barbell Row,44.7,3,6,7.4,4,Below Normal,40.9
2026-09-22,27,184.5,81.1,87,6.7,3,4,4,3,664,70.5,59.3,16.1,62,336,150,Deadlift,145.2,2,8,8.6,7,Below Normal,52.3
2026-09-23,18,163.3,86.0,14,6.2,4,1,5,1,359,49.9,33.1,5.0,221,300,50,Overhead Press,38.2,4,9,11.1,8,Below Normal,46.2
2026-09-24,41,173.1,74.7,21,7.2,4,1,5,3,380,49.9,55.0,5.0,115,1093,150,Bench Press,54.0,3,12,14.4,13,Normal,65.5
2026-09-25,38,184.2,91.1,55,5.5,2,5,3,3,538,47.3,11.2,33.8,353,136,250,Barbell Row,61.3,2,8,8.0,8,Normal,25.4
2026-09-26,32,171.2,76.1,44,7.9,4,5,3,6,759,75.1,75.3,17.5,342,744,80,Squat,79.1,1,12,10.9,11,Normal,61.2
2026-09-27,26,169.8,87.1,60,7.1,2,5,3,1,713,95.8,29.4,23.6,300,594,200,Bench Press,60.2,2,14,10.9,11,Normal,46.8
2026-09-28,41,185.5,69.1,20,7.2,3,1,3,1,929,104.7,45.6,36.4,122,1387,300,Deadlift,79.9,4,12,12.1,13,Normal,78.4
2026-09-29,18,172.2,50.6,57,8.6,4,5,4,6,1084,96.6,48.0,56.2,318,1498,100,Bench Press,60.6,4,11,13.5,12,Normal,61.3
2026-09-30,30,184.9,79.8,83,6.5,3,5,4,1,278,41.1,27.5,5.0,107,778,0,Bench Press,72.5,2,9,9.5,9,Normal,36.8
2026-10-01,40,178.9,86.2,88,6.2,3,4,3,3,835,81.0,47.3,35.8,101,912,80,Overhead Press,44.8,4,13,13.0,12,Normal,59.2
2026-10-02,44,171.9,84.1,30,6.4,2,3,3,5,389,46.4,48.1,5.0,351,630,50,Deadlift,112.4,4,13,13.8,11,Below Normal,49.5
2026-10-03,25,179.3,81.9,42,6.8,4,3,1,4,556,57.3,24.3,25.5,249,1188,80,Barbell Row,53.1,5,15,15.0,14,Normal,68.5
2026-10-04,36,177.9,71.1,64,6.9,3,3,1,1,541,72.3,24.5,17.1,49,512,200,Squat,71.5,3,10,11.8,12,Normal,66.5
2026-10-05,23,184.2,64.7,63,6.1,2,1,3,6,846,115.1,35.7,27.0,322,1142,50,Lat Pulldown,63.4,2,11,10.9,13,Above Normal,63.8
2026-10-06,21,170.1,83.7,96,4.8,3,3,2,1,467,52.5,33.3,13.8,74,1365,150,Deadlift,103.3,1,10,9.3,12,Above Normal,63.5
2026-10-07,27,175.4,82.0,47,6.4,4,2,4,2,1011,130.1,55.9,29.7,252,340,300,Overhead Press,33.4,1,9,6.9,10,Above Normal,52.5
2026-10-08,42,174.4,68.1,81,7.4,3,2,5,1,576,83.1,45.5,6.8,169,416,80,Overhead Press,42.9,1,10,9.8,11,Normal,61.5
2026-10-09,37,181.3,91.5,107,7.1,4,1,4,4,943,130.5,33.9,31.7,25,629,300,Deadlift,132.4,3,12,10.8,10,Normal,55.3
2026-10-10,31,165.8,63.6,36,8.3,4,3,5,5,1060,120.2,44.1,44.8,288,1259,80,Barbell Row,42.2,2,10,10.2,10,Normal,62.7
2026-10-11,25,184.2,67.8,99,9.2,5,1,3,5,684,78.7,5.0,38.8,254,997,150,Squat,91.2,2,12,12.0,14,Above Normal,88.1
2026-10-12,21,179.2,98.9,40,7.8,4,5,5,1,336,48.0,25.8,5.0,321,372,50,Bench Press,46.3,4,9,6.9,5,Below Normal,40.2
2026-10-13,25,163.1,88.2,41,8.5,3,5,5,3,846,75.8,39.3,42.8,228,615,80,Overhead Press,37.4,2,8,10.0,9,Normal,48.4
2026-10-14,22,185.9,71.0,79,7.8,5,5,1,2,610,54.2,51.7,20.7,277,1001,250,Lat Pulldown,64.6,5,15,15.5,15,Normal,68.7
2026-10-15,23,195.1,80.0,75,8.9,5,2,4,3,537,53.9,38.0,18.8,328,1451,150,Bench Press,56.2,1,15,13.0,13,Normal,70.3
2026-10-16,37,184.0,78.2,66,9.0,4,1,3,2,638,88.8,56.9,6.1,352,731,150,Deadlift,120.1,2,12,12.0,14,Above Normal,69.5
2026-10-17,21,187.8,45.0,28,8.0,3,3,5,6,505,49.0,48.0,13.0,211,204,150,Barbell Row,54.5,1,11,11.5,9,Below Normal,40.8
2026-10-18,19,175.8,63.3,12,7.8,4,4,3,6,488,51.4,27.7,19.1,25,246,50,Lat Pulldown,38.0,3,9,9.6,8,Below Normal,54.3
